"DateID","FullDate","Day","Month","Quarter","Year"
"190","2020-02-07","7","2","1","2020"
"191","2020-02-07","7","2","1","2020"
"192","2020-02-07","7","2","1","2020"
"193","2020-02-08","8","2","1","2020"
"194","2020-02-08","8","2","1","2020"
"195","2020-02-08","8","2","1","2020"
"196","2020-02-08","8","2","1","2020"
"197","2020-02-08","8","2","1","2020"
"198","2020-02-08","8","2","1","2020"
"199","2020-02-09","9","2","1","2020"
"200","2020-02-09","9","2","1","2020"
"201","2020-02-09","9","2","1","2020"
"202","2020-02-09","9","2","1","2020"
"203","2020-02-09","9","2","1","2020"
"204","2020-02-09","9","2","1","2020"
"205","2020-02-10","10","2","1","2020"
"206","2020-02-10","10","2","1","2020"
"207","2020-02-10","10","2","1","2020"
"208","2020-02-10","10","2","1","2020"
"209","2020-02-10","10","2","1","2020"
"210","2020-02-10","10","2","1","2020"
"211","2020-02-11","11","2","1","2020"
"212","2020-02-11","11","2","1","2020"
"213","2020-02-11","11","2","1","2020"
"214","2020-02-12","12","2","1","2020"
"215","2020-02-12","12","2","1","2020"
"216","2020-02-12","12","2","1","2020"
"217","2020-02-13","13","2","1","2020"
"218","2020-02-13","13","2","1","2020"
"219","2020-02-13","13","2","1","2020"
"220","2020-02-14","14","2","1","2020"
"221","2020-02-14","14","2","1","2020"
"222","2020-02-14","14","2","1","2020"
"223","2020-02-15","15","2","1","2020"
"224","2020-02-15","15","2","1","2020"
"225","2020-02-15","15","2","1","2020"
"226","2020-02-16","16","2","1","2020"
"227","2020-02-16","16","2","1","2020"
"228","2020-02-16","16","2","1","2020"
"229","2020-02-17","17","2","1","2020"
"230","2020-02-17","17","2","1","2020"
"231","2020-02-17","17","2","1","2020"
"232","2020-02-18","18","2","1","2020"
"233","2020-02-18","18","2","1","2020"
"234","2020-02-18","18","2","1","2020"
"235","2020-02-19","19","2","1","2020"
"236","2020-02-19","19","2","1","2020"
"237","2020-02-19","19","2","1","2020"
"238","2020-02-20","20","2","1","2020"
"239","2020-02-20","20","2","1","2020"
"240","2020-02-20","20","2","1","2020"
"241","2020-02-21","21","2","1","2020"
"242","2020-02-21","21","2","1","2020"
"243","2020-02-21","21","2","1","2020"
"244","2020-02-22","22","2","1","2020"
"245","2020-02-22","22","2","1","2020"
"246","2020-02-22","22","2","1","2020"
"247","2020-02-23","23","2","1","2020"
"248","2020-02-23","23","2","1","2020"
"249","2020-02-23","23","2","1","2020"
"250","2020-02-24","24","2","1","2020"
"251","2020-02-24","24","2","1","2020"
"252","2020-02-24","24","2","1","2020"
"253","2020-02-25","25","2","1","2020"
"254","2020-02-25","25","2","1","2020"
"255","2020-02-25","25","2","1","2020"
"256","2020-02-26","26","2","1","2020"
"257","2020-02-26","26","2","1","2020"
"258","2020-02-26","26","2","1","2020"
"259","2020-02-27","27","2","1","2020"
"260","2020-02-27","27","2","1","2020"
"261","2020-02-27","27","2","1","2020"
"262","2020-02-28","28","2","1","2020"
"263","2020-02-28","28","2","1","2020"
"264","2020-02-28","28","2","1","2020"
"265","2020-03-01","1","3","1","2020"
"266","2020-03-01","1","3","1","2020"
"267","2020-03-01","1","3","1","2020"
"268","2020-03-02","2","3","1","2020"
"269","2020-03-02","2","3","1","2020"
"270","2020-03-02","2","3","1","2020"
"271","2020-03-03","3","3","1","2020"
"272","2020-03-03","3","3","1","2020"
"273","2020-03-03","3","3","1","2020"
"274","2020-03-03","3","3","1","2020"
"275","2020-03-03","3","3","1","2020"
"276","2020-03-03","3","3","1","2020"
"277","2020-03-04","4","3","1","2020"
"278","2020-03-04","4","3","1","2020"
"279","2020-03-04","4","3","1","2020"
"280","2020-03-04","4","3","1","2020"
"281","2020-03-04","4","3","1","2020"
"282","2020-03-04","4","3","1","2020"
"283","2020-03-05","5","3","1","2020"
"284","2020-03-05","5","3","1","2020"
"285","2020-03-05","5","3","1","2020"
"286","2020-03-05","5","3","1","2020"
"287","2020-03-05","5","3","1","2020"
"288","2020-03-05","5","3","1","2020"
"289","2020-03-06","6","3","1","2020"
"290","2020-03-06","6","3","1","2020"
"291","2020-03-06","6","3","1","2020"
"292","2020-03-06","6","3","1","2020"
"293","2020-03-06","6","3","1","2020"
"294","2020-03-06","6","3","1","2020"
"295","2020-03-07","7","3","1","2020"
"296","2020-03-07","7","3","1","2020"
"297","2020-03-07","7","3","1","2020"
"298","2020-03-07","7","3","1","2020"
"299","2020-03-07","7","3","1","2020"
"300","2020-03-07","7","3","1","2020"
"301","2020-03-08","8","3","1","2020"
"302","2020-03-08","8","3","1","2020"
"303","2020-03-08","8","3","1","2020"
"304","2020-03-08","8","3","1","2020"
"305","2020-03-08","8","3","1","2020"
"306","2020-03-08","8","3","1","2020"
"307","2020-03-09","9","3","1","2020"
"308","2020-03-09","9","3","1","2020"
"309","2020-03-09","9","3","1","2020"
"310","2020-03-09","9","3","1","2020"
"311","2020-03-09","9","3","1","2020"
"312","2020-03-09","9","3","1","2020"
"313","2020-03-10","10","3","1","2020"
"314","2020-03-10","10","3","1","2020"
"315","2020-03-10","10","3","1","2020"
"316","2020-03-10","10","3","1","2020"
"317","2020-03-10","10","3","1","2020"
"318","2020-03-10","10","3","1","2020"
"319","2020-03-11","11","3","1","2020"
"320","2020-03-11","11","3","1","2020"
"321","2020-03-11","11","3","1","2020"
"322","2020-03-11","11","3","1","2020"
"323","2020-03-11","11","3","1","2020"
"324","2020-03-11","11","3","1","2020"
"325","2020-03-12","12","3","1","2020"
"326","2020-03-12","12","3","1","2020"
"327","2020-03-12","12","3","1","2020"
"328","2020-03-12","12","3","1","2020"
"329","2020-03-12","12","3","1","2020"
"330","2020-03-12","12","3","1","2020"
"331","2020-03-13","13","3","1","2020"
"332","2020-03-13","13","3","1","2020"
"333","2020-03-13","13","3","1","2020"
"334","2020-03-13","13","3","1","2020"
"335","2020-03-13","13","3","1","2020"
"336","2020-03-13","13","3","1","2020"
"337","2020-03-14","14","3","1","2020"
"338","2020-03-14","14","3","1","2020"
"339","2020-03-14","14","3","1","2020"
"340","2020-03-14","14","3","1","2020"
"341","2020-03-14","14","3","1","2020"
"342","2020-03-14","14","3","1","2020"
"343","2020-03-15","15","3","1","2020"
"344","2020-03-15","15","3","1","2020"
"345","2020-03-15","15","3","1","2020"
"346","2020-03-15","15","3","1","2020"
"347","2020-03-15","15","3","1","2020"
"348","2020-03-15","15","3","1","2020"
"349","2020-03-16","16","3","1","2020"
"350","2020-03-16","16","3","1","2020"
"351","2020-03-16","16","3","1","2020"
"352","2020-03-16","16","3","1","2020"
"353","2020-03-16","16","3","1","2020"
"354","2020-03-16","16","3","1","2020"
"355","2020-03-17","17","3","1","2020"
"356","2020-03-17","17","3","1","2020"
"357","2020-03-17","17","3","1","2020"
"358","2020-03-17","17","3","1","2020"
"359","2020-03-17","17","3","1","2020"
"360","2020-03-17","17","3","1","2020"
"361","2020-03-18","18","3","1","2020"
"362","2020-03-18","18","3","1","2020"
"363","2020-03-18","18","3","1","2020"
"364","2020-03-18","18","3","1","2020"
"365","2020-03-18","18","3","1","2020"
"366","2020-03-18","18","3","1","2020"
"367","2020-03-19","19","3","1","2020"
"368","2020-03-19","19","3","1","2020"
"369","2020-03-20","20","3","1","2020"
"370","2020-03-20","20","3","1","2020"
"371","2020-03-21","21","3","1","2020"
"372","2020-03-21","21","3","1","2020"
"373","2020-03-22","22","3","1","2020"
"374","2020-03-22","22","3","1","2020"
"375","2020-03-23","23","3","1","2020"
"376","2020-03-23","23","3","1","2020"
"377","2020-03-24","24","3","1","2020"
"378","2020-03-24","24","3","1","2020"
"379","2020-03-25","25","3","1","2020"
"380","2020-03-25","25","3","1","2020"
"381","2020-03-26","26","3","1","2020"
"382","2020-03-26","26","3","1","2020"
"383","2020-03-27","27","3","1","2020"
"384","2020-03-27","27","3","1","2020"
"385","2020-03-28","28","3","1","2020"
"386","2020-03-28","28","3","1","2020"
"387","2020-03-29","29","3","1","2020"
"388","2020-03-29","29","3","1","2020"
"389","2020-03-30","30","3","1","2020"
"390","2020-03-30","30","3","1","2020"
"391","2020-03-31","31","3","1","2020"
"392","2020-03-31","31","3","1","2020"
"393","2020-03-31","31","3","1","2020"
"394","2020-03-31","31","3","1","2020"
"395","2020-03-31","31","3","1","2020"
"396","2020-04-01","1","4","2","2020"
"397","2020-04-01","1","4","2","2020"
"398","2020-04-02","2","4","2","2020"
"399","2020-04-02","2","4","2","2020"
"400","2020-04-03","3","4","2","2020"
"401","2020-04-03","3","4","2","2020"
"402","2020-04-04","4","4","2","2020"
"403","2020-04-04","4","4","2","2020"
"404","2020-04-05","5","4","2","2020"
"405","2020-04-05","5","4","2","2020"
"406","2020-04-06","6","4","2","2020"
"407","2020-04-06","6","4","2","2020"
"408","2020-04-07","7","4","2","2020"
"409","2020-04-07","7","4","2","2020"
"410","2020-04-08","8","4","2","2020"
"411","2020-04-08","8","4","2","2020"
"412","2020-04-09","9","4","2","2020"
"413","2020-04-09","9","4","2","2020"
"414","2020-04-10","10","4","2","2020"
"415","2020-04-10","10","4","2","2020"
"416","2020-04-11","11","4","2","2020"
"417","2020-04-11","11","4","2","2020"
"418","2020-04-12","12","4","2","2020"
"419","2020-04-12","12","4","2","2020"
"420","2020-04-13","13","4","2","2020"
"421","2020-04-13","13","4","2","2020"
"422","2020-04-14","14","4","2","2020"
"423","2020-04-14","14","4","2","2020"
"424","2020-04-15","15","4","2","2020"
"425","2020-04-15","15","4","2","2020"
"426","2020-04-16","16","4","2","2020"
"427","2020-04-16","16","4","2","2020"
"428","2020-04-17","17","4","2","2020"
"429","2020-04-17","17","4","2","2020"
"430","2020-04-17","17","4","2","2020"
"431","2020-04-17","17","4","2","2020"
"432","2020-04-17","17","4","2","2020"
"433","2020-04-18","18","4","2","2020"
"434","2020-04-18","18","4","2","2020"
"435","2020-04-18","18","4","2","2020"
"436","2020-04-18","18","4","2","2020"
"437","2020-04-18","18","4","2","2020"
"438","2020-04-19","19","4","2","2020"
"439","2020-04-19","19","4","2","2020"
"440","2020-04-19","19","4","2","2020"
"441","2020-04-19","19","4","2","2020"
"442","2020-04-19","19","4","2","2020"
"443","2020-04-20","20","4","2","2020"
"444","2020-04-20","20","4","2","2020"
"445","2020-04-20","20","4","2","2020"
"446","2020-04-20","20","4","2","2020"
"447","2020-04-20","20","4","2","2020"
"448","2020-04-21","21","4","2","2020"
"449","2020-04-21","21","4","2","2020"
"450","2020-04-21","21","4","2","2020"
"451","2020-04-21","21","4","2","2020"
"452","2020-04-21","21","4","2","2020"
"453","2020-04-22","22","4","2","2020"
"454","2020-04-22","22","4","2","2020"
"455","2020-04-22","22","4","2","2020"
"456","2020-04-22","22","4","2","2020"
"457","2020-04-22","22","4","2","2020"
"458","2020-04-23","23","4","2","2020"
"459","2020-04-23","23","4","2","2020"
"460","2020-04-23","23","4","2","2020"
"461","2020-04-23","23","4","2","2020"
"462","2020-04-23","23","4","2","2020"
"463","2020-04-24","24","4","2","2020"
"464","2020-04-24","24","4","2","2020"
"465","2020-04-24","24","4","2","2020"
"466","2020-04-24","24","4","2","2020"
"467","2020-04-24","24","4","2","2020"
"468","2020-04-24","24","4","2","2020"
"469","2020-04-24","24","4","2","2020"
"470","2020-04-24","24","4","2","2020"
"471","2020-04-24","24","4","2","2020"
"472","2020-04-24","24","4","2","2020"
"473","2020-04-24","24","4","2","2020"
"474","2020-04-24","24","4","2","2020"
"475","2020-04-24","24","4","2","2020"
"476","2020-04-24","24","4","2","2020"
"477","2020-04-24","24","4","2","2020"
"478","2020-04-24","24","4","2","2020"
"479","2020-04-24","24","4","2","2020"
"480","2020-04-24","24","4","2","2020"
"481","2020-04-24","24","4","2","2020"
"482","2020-04-24","24","4","2","2020"
"483","2020-04-24","24","4","2","2020"
"484","2020-04-24","24","4","2","2020"
"485","2020-04-24","24","4","2","2020"
"486","2020-04-24","24","4","2","2020"
"487","2020-04-24","24","4","2","2020"
"488","2020-04-24","24","4","2","2020"
"489","2020-04-24","24","4","2","2020"
"490","2020-04-24","24","4","2","2020"
"491","2020-04-24","24","4","2","2020"
"492","2020-04-24","24","4","2","2020"
"493","2020-04-24","24","4","2","2020"
"494","2020-04-24","24","4","2","2020"
"495","2020-04-24","24","4","2","2020"
"496","2020-04-25","25","4","2","2020"
"497","2020-04-25","25","4","2","2020"
"498","2020-04-25","25","4","2","2020"
"499","2020-04-25","25","4","2","2020"
"500","2020-04-25","25","4","2","2020"
"501","2020-04-26","26","4","2","2020"
"502","2020-04-26","26","4","2","2020"
"503","2020-04-26","26","4","2","2020"
"504","2020-04-26","26","4","2","2020"
"505","2020-04-26","26","4","2","2020"
"506","2020-04-27","27","4","2","2020"
"507","2020-04-27","27","4","2","2020"
"508","2020-04-27","27","4","2","2020"
"509","2020-04-27","27","4","2","2020"
"510","2020-04-27","27","4","2","2020"
"511","2020-04-28","28","4","2","2020"
"512","2020-04-28","28","4","2","2020"
"513","2020-04-28","28","4","2","2020"
"514","2020-04-28","28","4","2","2020"
"515","2020-04-28","28","4","2","2020"
"516","2020-04-29","29","4","2","2020"
"517","2020-04-29","29","4","2","2020"
"518","2020-04-29","29","4","2","2020"
"519","2020-04-29","29","4","2","2020"
"520","2020-04-29","29","4","2","2020"
"521","2020-04-30","30","4","2","2020"
"522","2020-04-30","30","4","2","2020"
"523","2020-04-30","30","4","2","2020"
"524","2020-04-30","30","4","2","2020"
"525","2020-04-30","30","4","2","2020"
"526","2020-05-01","1","5","2","2020"
"527","2020-05-01","1","5","2","2020"
"528","2020-05-01","1","5","2","2020"
"529","2020-05-01","1","5","2","2020"
"530","2020-05-01","1","5","2","2020"
"531","2020-05-02","2","5","2","2020"
"532","2020-05-02","2","5","2","2020"
"533","2020-05-02","2","5","2","2020"
"534","2020-05-02","2","5","2","2020"
"535","2020-05-02","2","5","2","2020"
"536","2020-05-03","3","5","2","2020"
"537","2020-05-03","3","5","2","2020"
"538","2020-05-03","3","5","2","2020"
"539","2020-05-03","3","5","2","2020"
"540","2020-05-03","3","5","2","2020"
"541","2020-05-04","4","5","2","2020"
"542","2020-05-04","4","5","2","2020"
"543","2020-05-04","4","5","2","2020"
"544","2020-05-04","4","5","2","2020"
"545","2020-05-04","4","5","2","2020"
"546","2020-05-05","5","5","2","2020"
"547","2020-05-05","5","5","2","2020"
"548","2020-05-05","5","5","2","2020"
"549","2020-05-05","5","5","2","2020"
"550","2020-05-05","5","5","2","2020"
"551","2020-05-06","6","5","2","2020"
"552","2020-05-06","6","5","2","2020"
"553","2020-05-06","6","5","2","2020"
"554","2020-05-06","6","5","2","2020"
"555","2020-05-06","6","5","2","2020"
"556","2020-05-07","7","5","2","2020"
"557","2020-05-07","7","5","2","2020"
"558","2020-05-07","7","5","2","2020"
"559","2020-05-07","7","5","2","2020"
"560","2020-05-07","7","5","2","2020"
"561","2020-05-08","8","5","2","2020"
"562","2020-05-08","8","5","2","2020"
"563","2020-05-09","9","5","2","2020"
"564","2020-05-09","9","5","2","2020"
"565","2020-05-10","10","5","2","2020"
"566","2020-05-10","10","5","2","2020"
"567","2020-05-11","11","5","2","2020"
"568","2020-05-11","11","5","2","2020"
"569","2020-05-12","12","5","2","2020"
"570","2020-05-12","12","5","2","2020"
"571","2020-05-13","13","5","2","2020"
"572","2020-05-13","13","5","2","2020"
"573","2020-05-14","14","5","2","2020"
"574","2020-05-14","14","5","2","2020"
"575","2020-05-15","15","5","2","2020"
"576","2020-05-15","15","5","2","2020"
"577","2020-05-16","16","5","2","2020"
"578","2020-05-16","16","5","2","2020"
"579","2020-05-17","17","5","2","2020"
"580","2020-05-17","17","5","2","2020"
"581","2020-05-18","18","5","2","2020"
"582","2020-05-18","18","5","2","2020"
"583","2020-05-19","19","5","2","2020"
"584","2020-05-19","19","5","2","2020"
"585","2020-05-20","20","5","2","2020"
"586","2020-05-20","20","5","2","2020"
"587","2020-05-21","21","5","2","2020"
"588","2020-05-21","21","5","2","2020"
"589","2020-05-22","22","5","2","2020"
"590","2020-05-22","22","5","2","2020"
"591","2020-05-23","23","5","2","2020"
"592","2020-05-23","23","5","2","2020"
"593","2020-05-24","24","5","2","2020"
"594","2020-05-24","24","5","2","2020"
"595","2020-05-24","24","5","2","2020"
"596","2020-05-24","24","5","2","2020"
"597","2020-05-24","24","5","2","2020"
"598","2020-05-24","24","5","2","2020"
"599","2020-05-24","24","5","2","2020"
"600","2020-05-24","24","5","2","2020"
"601","2020-05-24","24","5","2","2020"
"602","2020-05-24","24","5","2","2020"
"603","2020-05-24","24","5","2","2020"
"604","2020-05-24","24","5","2","2020"
"605","2020-05-24","24","5","2","2020"
"606","2020-05-24","24","5","2","2020"
"607","2020-05-25","25","5","2","2020"
"608","2020-05-25","25","5","2","2020"
"609","2020-05-26","26","5","2","2020"
"610","2020-05-26","26","5","2","2020"
"611","2020-05-27","27","5","2","2020"
"612","2020-05-27","27","5","2","2020"
"613","2020-05-28","28","5","2","2020"
"614","2020-05-28","28","5","2","2020"
"615","2020-05-29","29","5","2","2020"
"616","2020-05-29","29","5","2","2020"
"617","2020-05-30","30","5","2","2020"
"618","2020-05-30","30","5","2","2020"
"619","2020-05-31","31","5","2","2020"
"620","2020-05-31","31","5","2","2020"
"621","2020-06-01","1","6","2","2020"
"622","2020-06-01","1","6","2","2020"
"623","2020-06-02","2","6","2","2020"
"624","2020-06-02","2","6","2","2020"
"625","2020-06-03","3","6","2","2020"
"626","2020-06-03","3","6","2","2020"
"627","2020-06-04","4","6","2","2020"
"628","2020-06-04","4","6","2","2020"
"629","2020-06-05","5","6","2","2020"
"630","2020-06-05","5","6","2","2020"
"631","2020-06-06","6","6","2","2020"
"632","2020-06-06","6","6","2","2020"
"633","2020-06-07","7","6","2","2020"
"634","2020-06-07","7","6","2","2020"
"635","2020-06-08","8","6","2","2020"
"636","2020-06-08","8","6","2","2020"
"637","2020-06-09","9","6","2","2020"
"638","2020-06-09","9","6","2","2020"
"639","2020-06-10","10","6","2","2020"
"640","2020-06-10","10","6","2","2020"
"641","2020-06-11","11","6","2","2020"
"642","2020-06-11","11","6","2","2020"
"643","2020-06-12","12","6","2","2020"
"644","2020-06-12","12","6","2","2020"
"645","2020-06-13","13","6","2","2020"
"646","2020-06-13","13","6","2","2020"
"647","2020-06-14","14","6","2","2020"
"648","2020-06-14","14","6","2","2020"
"649","2020-06-15","15","6","2","2020"
"650","2020-06-15","15","6","2","2020"
"651","2020-06-16","16","6","2","2020"
"652","2020-06-16","16","6","2","2020"
"653","2020-06-17","17","6","2","2020"
"654","2020-06-17","17","6","2","2020"
"655","2020-06-18","18","6","2","2020"
"656","2020-06-18","18","6","2","2020"
"657","2020-06-19","19","6","2","2020"
"658","2020-06-19","19","6","2","2020"
"659","2020-06-20","20","6","2","2020"
"660","2020-06-20","20","6","2","2020"
"661","2020-06-21","21","6","2","2020"
"662","2020-06-21","21","6","2","2020"
"663","2020-06-22","22","6","2","2020"
"664","2020-06-22","22","6","2","2020"
"665","2020-06-23","23","6","2","2020"
"666","2020-06-23","23","6","2","2020"
"667","2020-06-24","24","6","2","2020"
"668","2020-06-24","24","6","2","2020"
"669","2020-06-25","25","6","2","2020"
"670","2020-06-25","25","6","2","2020"
"671","2020-06-26","26","6","2","2020"
"672","2020-06-26","26","6","2","2020"
"673","2020-06-27","27","6","2","2020"
"674","2020-06-27","27","6","2","2020"
"675","2020-06-28","28","6","2","2020"
"676","2020-06-28","28","6","2","2020"
"677","2020-06-29","29","6","2","2020"
"678","2020-06-29","29","6","2","2020"
"679","2020-06-30","30","6","2","2020"
"680","2020-06-30","30","6","2","2020"
"681","2020-07-01","1","7","3","2020"
"682","2020-07-01","1","7","3","2020"
"683","2020-07-02","2","7","3","2020"
"684","2020-07-02","2","7","3","2020"
"685","2020-07-03","3","7","3","2020"
"686","2020-07-03","3","7","3","2020"
"687","2020-07-04","4","7","3","2020"
"688","2020-07-04","4","7","3","2020"
"689","2020-07-05","5","7","3","2020"
"690","2020-07-05","5","7","3","2020"
"691","2020-07-06","6","7","3","2020"
"692","2020-07-06","6","7","3","2020"
"693","2020-07-07","7","7","3","2020"
"694","2020-07-07","7","7","3","2020"
"695","2020-07-08","8","7","3","2020"
"696","2020-07-08","8","7","3","2020"
"697","2020-07-09","9","7","3","2020"
